cardnumber,field,audit_value,runtime_value,severity,notes
PL!N-pb1-037,required_hearts_counts_json_vs_reparsed,{},"{""green"": 6, ""any"": 6}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-038,required_hearts_counts_json,<桃> 3 <赤> 1 <紫> 1 <任意> 2 (合計7),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-038,required_hearts_counts_json_vs_reparsed,{},"{""pink"": 3, ""red"": 1, ""purple"": 1, ""any"": 2}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-039,required_hearts_counts_json,<桃> 4 <紫> 4 <任意> 6 (合計14),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-039,required_hearts_counts_json_vs_reparsed,{},"{""pink"": 4, ""purple"": 4, ""any"": 6}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-040,required_hearts_counts_json,<黄> 1 <青> 1 <任意> 1 (合計3),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-040,required_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1, ""blue"": 1, ""any"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-041,required_hearts_counts_json,<黄> 1 <緑> 1 <青> 1 <紫> 1 <任意> 5 (合計9),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-041,required_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1, ""green"": 1, ""blue"": 1, ""purple"": 1, ""any"": 5}",S2,reparsed heart facts differ from source derived counts
PL!N-pb1-042,required_hearts_counts_json,<任意> 12 (合計12),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-pb1-042,required_hearts_counts_json_vs_reparsed,{},"{""any"": 12}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-001,base_hearts_counts_json,<桃> 3 <赤> 1 <緑> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-001,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 3, ""red"": 1, ""green"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-002,base_hearts_counts_json,<黄> 2 <緑> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-002,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 2, ""green"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-003,base_hearts_counts_json,<桃> 1 <青> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-003,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""blue"": 2}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-004,base_hearts_counts_json,<桃> 1 <赤> 1 <青> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-004,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""red"": 1, ""blue"": 2}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-005,base_hearts_counts_json,<桃> 1 <赤> 3 <緑> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-005,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""red"": 3, ""green"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-006,base_hearts_counts_json,<紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-006,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-007,base_hearts_counts_json,<桃> 1 <赤> 3 <緑> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-007,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""red"": 3, ""green"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-008,base_hearts_counts_json,<緑> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-008,base_hearts_counts_json_vs_reparsed,{},"{""green"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-009,base_hearts_counts_json,<桃> 1 <赤> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-009,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""red"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-010,base_hearts_counts_json,<桃> 3 <黄> 1 <緑> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-010,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 3, ""yellow"": 1, ""green"": 2}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-011,base_hearts_counts_json,<黄> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-011,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-012,base_hearts_counts_json,<桃> 2 <赤> 1 <黄> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-012,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 2, ""red"": 1, ""yellow"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-013,base_hearts_counts_json,<桃> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-013,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 2}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-014,base_hearts_counts_json,<桃> 1 <赤> 1 <黄> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-014,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""red"": 1, ""yellow"": 2}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-015,base_hearts_counts_json,<赤> 1 <青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-015,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-016,base_hearts_counts_json,<桃> 1 <赤> 1 <青> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-016,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""red"": 1, ""blue"": 2}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-017,base_hearts_counts_json,<赤> 1 <黄> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-017,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""yellow"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-018,base_hearts_counts_json,<桃> 1 <赤> 1 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-018,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""red"": 1, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-019,base_hearts_counts_json,<赤> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-019,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-020,base_hearts_counts_json,<緑> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-020,base_hearts_counts_json_vs_reparsed,{},"{""green"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-021,base_hearts_counts_json,<紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-021,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-022,base_hearts_counts_json,<緑> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-022,base_hearts_counts_json_vs_reparsed,{},"{""green"": 2}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-023,base_hearts_counts_json,<桃> 1 <黄> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-023,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""yellow"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-024,base_hearts_counts_json,<桃> 1 <緑> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-024,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""green"": 1}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-025,required_hearts_counts_json,<任意> 4 (合計4),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-025,required_hearts_counts_json_vs_reparsed,{},"{""any"": 4}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-026,required_hearts_counts_json,<桃> 1 <赤> 1 <任意> 3 (合計5),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-026,required_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""red"": 1, ""any"": 3}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-027,required_hearts_counts_json,<桃> 1 <赤> 1 <緑> 1 <任意> 4 (合計7),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-027,required_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""red"": 1, ""green"": 1, ""any"": 4}",S2,reparsed heart facts differ from source derived counts
PL!N-sd1-028,required_hearts_counts_json,<桃> 4 <任意> 7 (合計11),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd1-028,required_hearts_counts_json_vs_reparsed,{},"{""pink"": 4, ""any"": 7}",S2,reparsed heart facts differ from source derived counts
PL!N-sd2-025,required_hearts_counts_json,<桃> 1 <緑> 1 <青> 1 (合計3),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!N-sd2-025,required_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""green"": 1, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!S-PR-013,base_hearts_counts_json,<赤> 2 <緑> 1 <青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!S-PR-013,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""green"": 1, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!S-PR-014,base_hearts_counts_json,<赤> 2 <緑> 2 <青> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!S-PR-014,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""green"": 2, ""blue"": 2}",S2,reparsed heart facts differ from source derived counts
PL!S-PR-015,base_hearts_counts_json,<赤> 1 <緑> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!S-PR-015,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""green"": 1}",S2,reparsed heart facts differ from source derived counts
PL!S-PR-016,base_hearts_counts_json,<赤> 1 <緑> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!S-PR-016,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""green"": 2}",S2,reparsed heart facts differ from source derived counts
PL!S-PR-017,base_hearts_counts_json,<赤> 1 <青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!S-PR-017,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!S-PR-018,base_hearts_counts_json,<緑> 1 <青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!S-PR-018,base_hearts_counts_json_vs_reparsed,{},"{""green"": 1, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!S-PR-019,base_hearts_counts_json,<赤> 1 <緑> 2 <青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!S-PR-019,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""green"": 2, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!S-PR-020,base_hearts_counts_json,<緑> 1 <青> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!S-PR-020,base_hearts_counts_json_vs_reparsed,{},"{""green"": 1, ""blue"": 2}",S2,reparsed heart facts differ from source derived counts
PL!S-PR-021,base_hearts_counts_json,<赤> 2 <青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!S-PR-021,base_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!S-PR-022,required_hearts_counts_json,<赤> 1 <緑> 1 <青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!S-PR-022,required_hearts_counts_json_vs_reparsed,{},"{""red"": 1, ""green"": 1, ""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!S-PR-023,required_hearts_counts_json,<赤> 2 <緑> 2 <青> 2 <任意> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!S-PR-023,required_hearts_counts_json_vs_reparsed,{},"{""red"": 2, ""green"": 2, ""blue"": 2, ""any"": 1}",S2,reparsed heart facts differ from source derived counts
PL!S-PR-024,required_hearts_counts_json,<赤> 3 <緑> 3 <青> 3 <任意> 3,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!S-PR-024,required_hearts_counts_json_vs_reparsed,{},"{""red"": 3, ""green"": 3, ""blue"": 3, ""any"": 3}",S2,reparsed heart facts differ from source derived counts
PL!S-PR-025,base_hearts_counts_json,<赤> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!S-PR-025,base_hearts_counts_json_vs_reparsed,{},"{""red"": 1}",S2,reparsed heart facts differ from source derived counts
PL!S-PR-026,base_hearts_counts_json,<青> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!S-PR-026,base_hearts_counts_json_vs_reparsed,{},"{""blue"": 1}",S2,reparsed heart facts differ from source derived counts
PL!S-PR-027,base_hearts_counts_json,<緑> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
